companyname,numberoftransaction,maxprice,minprice,closingprice,tradedshares,amount,previousclosing,difference,date
Agriculture Development Bank Limited,39,339,333,334,5791,1934030,335,-1,2018-03-18
Agriculture Development Bank Limited,30,335,325,325,5937,1939750,334,-9,2018-03-19
Agriculture Development Bank Limited,25,327,321,323,2133,689613,325,-2,2018-03-20
Agriculture Development Bank Limited,73,321,314,316,11081,3509629,323,-7,2018-03-21
Agriculture Development Bank Limited,55,320,310,316,6600,2077888,316,0,2018-03-22
Agriculture Development Bank Limited,86,313,299,300,10390,3161312,316,-16,2018-03-26
Agriculture Development Bank Limited,86,326,283,316,16469,4927113,300,16,2018-03-27
Agriculture Development Bank Limited,99,317,307,311,12154,3801930,316,-5,2018-03-28
Agriculture Development Bank Limited,66,320,311,318,8252,2610653,311,7,2018-03-29
Agriculture Development Bank Limited,56,320,308,313,6979,2181409,318,-5,2018-04-01
Agriculture Development Bank Limited,33,318,310,314,6267,1957517,313,1,2018-04-02
Agriculture Development Bank Limited,33,318,310,315,3431,1080948,314,1,2018-04-03
Agriculture Development Bank Limited,81,326,315,325,12813,4139091,315,10,2018-04-04
Agriculture Development Bank Limited,103,335,321,331,22167,7296728,325,6,2018-04-05
Agriculture Development Bank Limited,115,348,331,340,17000,5765359,331,9,2018-04-08
Agriculture Development Bank Limited,80,346,334,335,13810,4682890,340,-5,2018-04-09
Agriculture Development Bank Limited,37,337,325,334,6099,2023472,335,-1,2018-04-10
Agriculture Development Bank Limited,45,335,328,335,5135,1702717,334,1,2018-04-11
Agriculture Development Bank Limited,39,340,332,337,9067,3064628,335,2,2018-04-12
Agriculture Development Bank Limited,27,340,326,340,7648,2538264,337,3,2018-04-15
Agriculture Development Bank Limited,44,341,335,338,5765,1952451,340,-2,2018-04-16
Agriculture Development Bank Limited,84,343,336,337,17345,5875128,338,-1,2018-04-17
Agriculture Development Bank Limited,76,354,337,345,17497,6018812,337,8,2018-04-18
Agriculture Development Bank Limited,93,353,347,351,24467,8591259,345,6,2018-04-19
Agriculture Development Bank Limited,139,370,352,369,36790,13381295,351,18,2018-04-22
Agriculture Development Bank Limited,142,382,360,360,39505,14550792,369,-9,2018-04-23
Agriculture Development Bank Limited,93,365,345,359,16417,5863413,360,-1,2018-04-24
Agriculture Development Bank Limited,73,360,351,352,10118,3576536,359,-7,2018-04-25
Agriculture Development Bank Limited,73,354,345,348,10047,3496945,352,-4,2018-04-26
Agriculture Development Bank Limited,70,348,337,344,10608,3637412,348,-4,2018-04-29
Agriculture Development Bank Limited,45,342,338,341,5447,1851294,344,-3,2018-05-02
Agriculture Development Bank Limited,79,352,343,346,9858,3429602,341,5,2018-05-03
Agriculture Development Bank Limited,78,346,343,343,9671,3330659,346,-3,2018-05-06
Agriculture Development Bank Limited,62,345,339,343,6251,2139147,343,0,2018-05-07
Agriculture Development Bank Limited,33,343,340,343,5181,1766629,343,0,2018-05-08
Agriculture Development Bank Limited,50,347,344,344,6849,2366426,343,1,2018-05-09
Agriculture Development Bank Limited,66,346,337,343,11575,3945761,344,-1,2018-05-10
Agriculture Development Bank Limited,42,344,338,341,4201,1434612,343,-2,2018-05-14
Agriculture Development Bank Limited,29,342,337,339,2916,987956,341,-2,2018-05-15
Agriculture Development Bank Limited,29,344,337,341,3039,1034751,339,2,2018-05-16
Agriculture Development Bank Limited,42,343,339,339,6983,2384710,341,-2,2018-05-17
Agriculture Development Bank Limited,45,344,338,340,9261,3153251,339,1,2018-05-20
Agriculture Development Bank Limited,60,340,335,340,10925,3694072,340,0,2018-05-21
Agriculture Development Bank Limited,59,340,335,337,6973,2356133,340,-3,2018-05-22
